['जिन्दगीमा', 'अनुभव', 'नगरेको', 'डर', 'लाग्दो', 'घटना', 'तैले', 'अनुभव', 'गर्ने', 'छस्', 'र', 'सधै', 'तलाई', 'तेही', 'कुराले', 'सताउने', 'छ।', '।']	['O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['मलाइ', 'तिमि', 'देखि', 'पुग्यो', ',', 'तिम्रो', 'शरीर', 'चकनाचुर', 'गरिदिन्छु', 'र', 'भाचिदिन्छु।', '।']	['O', 'O', 'O', 'O', 'O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']
['मेरो', 'जिन्दगी', 'त', 'यसले', 'नर्क', 'बनाएर', 'छोड्ने', 'भइ।', '।']	['O', 'O', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O']
['मेरो', 'परिवारले', 'ठुलो', 'गल्ति', 'गर्यो', 'तँ', 'सँग', 'बिहे', 'गराएर।', '।']	['O', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O']
['भनेको', 'त', 'मान्नेनै', 'होइन।', 'हात', 'उठाउनु', 'नपरोस', 'तँलाई।', '।']	['O', 'O', 'O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O', 'O']
['तँ', 'सँग', 'भन्दा', 'त', 'कुकुरसँग', 'जिन्दगी', 'राम्रो', 'बित्छ।', '।']	['O', 'O', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O']
['तिमी', 'कैलेनी', 'अगाडी', 'बढ्न', 'सक्दैनौ।', 'संधै', 'पछाडी', 'रहिरहने', 'छौ।', '।']	['O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'O', 'O']
['तिमी', 'एकदम', 'निच', 'छौ।', '।']	['O', 'O', 'B-character_assasination', 'O', 'O']
['तपाईं', 'सधैँ', 'ढिलो', 'हुनुहुन्छ', ',', 'गलत', 'हुनुहुन्छ', ',', 'खराब', 'हुनुहुन्छ', ',', 'असहमत', 'हुनुहुन्छ', ',', 'र', 'सधैँ', 'यस्तै', 'हो।', '।']	['O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['जहाँ', 'देख्यो', 'तेही', 'रेप', 'गर्दिनु', 'पर्नी', 'यो', 'साली', 'रन्डीलाई', '|']	['O', 'O', 'O', 'B-rape_threat', 'I-rape_threat', 'I-rape_threat', 'O', 'B-profanity', 'I-profanity', 'O']
['म', 'के', 'गर्छु', ',', 'को', 'संग', 'बोल्छु', 'यो', 'सबै', 'जान्नको', 'लागि', 'मेरो', 'मोबाइल', 'फोन', 'हेर्ने', 'गर्छ।', '।']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O']
['तेरो', 'नग्न', 'तस्बिर', 'सार्वजनिक', 'गर्दा', 'पनि', 'मलाई', 'सन्तुष्टि', 'मिल्दैन', ',', 'त', 'एक', 'वास्तविक', 'वेश्या', 'हो', '।']	['O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'O', 'O']
['तेरो', 'नग्न', 'फोटोहरु', 'पठाइनस्', 'भने', 'म', 'तेरो', 'जिन्दगी', 'बर्बाद', 'गर्दिन्छु', '|']	['O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'O']
['त्यो', 'बौलाहा', 'हो', '|']	['O', 'B-character_assasination', 'O', 'O']
['मलाइ', 'तिमि', 'देखि', 'पुग्यो', ',', 'तिम्रो', 'शरीर', 'चकनाचुर', 'गरिदिन्छु', 'र', 'भाचिदिन्छु।', '।']	['O', 'O', 'O', 'O', 'O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']
['म', 'तेरो', 'सेक्स', 'भिडियो', 'तेरो', 'आमा', ',', 'बुवालाई', 'पठाउने', 'छु', 'र', 'तेरो', 'जिन्दगि', 'बर्बाद', 'गर्ने', 'छु।', '।']	['O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['तैले', 'मेरो', 'महँगो', 'सामानहरु', 'फिर्ता', 'गरिनस', 'भने', 'तेरो', 'अस्लिल', 'भिडीयोहरु', 'सार्वजनिक', 'गरिदिन्छु।', '।']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O']
['मलाइ', 'थाहा', 'दिन्छस', 'कि', 'तेरो', 'केहि', 'प्यारा', 'भिडियोहरु', 'सार्बजनिक', 'गरिदिउ।', '।']	['O', 'O', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O']
['तेरो', 'भिडियोहरु', 'सधै', 'इन्टरनेटमा', 'रहिरहने', 'छ', 'र', 'जसले', 'तेरो', 'नाम', 'खोज्छ', ',', 'तेरो', 'भिडियो', 'भेटाउने', 'छ।', '।']	['O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['तिमि', 'जस्तो', 'छाडा', 'आइमाई', 'आजसम्म', 'पनि', 'देखेको', 'छैन', ',', 'कति', 'बोल्न', 'सकेको', '|']	['O', 'O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['मैले', 'भेतमन', 'तलाई', 'रन्डी', 'ठाउको', 'ठाउँ', 'रेप', 'गरेर', 'मार्दिन्छु', '|']	['O', 'O', 'O', 'B-profanity', 'O', 'O', 'B-rape_threat', 'I-rape_threat', 'I-rape_threat', 'O']
['तँ', 'छाडा', 'आइमाईले', 'मेरो', 'घर', 'त', 'नर्क', 'नै', 'बनाएर', 'छाडिस्', '|']	['O', 'B-profanity', 'I-profanity', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O']
['कसैले', 'नजानेको', 'तैले', 'जानेकी', 'रहिछेस', 'जाबो', 'केहि', 'पैसाको', 'लोभमा', 'अरुलाई', 'गाली', 'गर्दै', 'हिड्ने', 'तँ', 'जस्तो', 'गतिछाडा', 'आइमाई', 'को', 'के', 'कुरा', 'सुन्नु', '|']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O']
['तँ', 'दोचारे', 'छाडा', 'केटि', ',', 'मसंग', 'एउटा', 'कुरा', 'गर्छेस', 'अनि', 'अरुलाई', 'नया', 'कुरा', 'सुनाउदै', 'हिड्छस्', '|']	['O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ए', 'कुरौटे', 'केटि', 'कति', 'कुरा', 'गर्छेस', 'ह', 'केटाहरुसंग', 'लाज', 'सरम', 'लाग्दैन', '|']	['O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O']
['तँ', 'आलु', 'जस्ती', 'केटि', 'मेरै', 'साथीहरुलाई', 'मेरो', 'बारेमा', 'नराम्रा', 'कुराहरु', 'गर्दै', 'हिड्छस', '|']	['O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O']
['तँ', 'आलु', 'जस्ती', 'केटि', 'मेरै', 'साथीहरुलाई', 'मेरो', 'बारेमा', 'नराम्रा', 'कुराहरु', 'गर्दै', 'हिड्छस', '|']	['O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O']
['केटीहरुको', 'पेटमा', 'कुरा', 'रहदैन', 'भन्थे', 'हो', 'रहेछ', ',', 'तलाई', 'मैले', 'हाम्रो', 'बारेमा', 'कसैलाई', 'नभन', 'भनेको', 'होइन', 'कुरौटे', '|']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'B-profanity', 'O']
['ओइ', 'खाते', 'कुरौटे', 'यसरी', 'खुलेआम', 'केटीको', 'अस्मिता', 'माथि', 'बयान', 'गर्न', 'लाज', 'छैन', 'तलाई', '?']	['O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'O', 'O']
['तँ', 'कुरौटे', 'मेरो', 'जासुसी', 'गर्दै', 'हिड्ने', 'छाडा', 'आइमाई', '|']	['O', 'B-profanity', 'O', 'O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'O']
['बडी', 'नबोल्', 'त्या', '!', 'कुरौटे', 'केटि', '|']	['B-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'B-profanity', 'I-profanity', 'O']
['तेरो', 'रेप', 'गरेर', 'कसैको', 'अगाडी', 'मुख', 'देखाउन', 'लायक', 'छोड्दिन', 'तलाई', '|']	['O', 'B-rape_threat', 'I-rape_threat', 'I-rape_threat', 'I-rape_threat', 'I-rape_threat', 'I-rape_threat', 'I-rape_threat', 'I-rape_threat', 'O', 'O']
['आइमाई', 'जातै', 'कुरौटे', ',', 'कुरा', 'नकाटी', 'खाको', 'नि', 'नपच्नी', 'रहेछ', 'तँ', 'जाठीलाई', '|']	['B-sexism', 'I-sexism', 'I-sexism', 'I-sexism', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-character_assasination', 'O']
['कुरौटे', 'आइमाई', 'तलाई', 'जोसंग', 'नि', 'चिप्लो', 'घसेर', 'बेसारे', 'बन्नुपर्छ', '|']	['B-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['कुरौटे', ',', 'धुपौरे', ',', 'चरित्रहीन', 'आइमाई', 'यताको', 'कुरा', 'उता', 'पुराउदै', 'गाउँभरि', 'कुरा', 'काट्दै', 'हिड्छेस', '|']	['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'B-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['बिस्वास', 'गरेर', 'तलाई', 'मेरो', 'गोप्य', 'कुराहरु', 'भनेको', 'थिए', 'तँ', 'कुरौटेले', 'सबैलाई', 'भनिस्', '!', 'धोकेबाज', 'केटि', '|']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O']
['मुर्ख', ',', 'कुरौटे', 'आइमाई', 'तेरो', 'भर', 'परेर', 'मैले', 'गल्ति', 'गरे', ',', 'तैले', 'मलाई', 'डूबाएरै', 'छाडिस', '|']	['B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['मेरो', 'घरको', 'सम्बन्धलाई', 'दोस', 'देखाइस्', 'नाठो', 'खेलौनी', 'घर', 'भाड्नि', 'आइमाई', '|']	['O', 'O', 'O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']
['मेरो', 'घरको', 'सम्बन्धलाई', 'दोस', 'देखाइस्', 'नाठो', 'खेलौनी', 'घर', 'भाड्नि', 'आइमाई', '|']	['O', 'O', 'O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']
['अलक्षिनि', 'तैले', 'मेरो', 'घर', 'भाड़ेर', 'के', 'पाउछेस', 'ह', '|']	['B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['तैले', 'मलाई', 'छोडिस', 'भन्दैमा', 'अरुको', 'पनि', 'घर', 'भाड्दै', 'नहिड', 'रन्डी', '|']	['O', 'O', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'B-profanity', 'O']
['माइत', 'गए', 'घरका', 'कुरा', 'लगाउने', 'घर', 'आए', 'छिमेकिका', 'कुरा', 'सुनेर', 'घर', 'भाड्ने', 'तँ', 'जस्ता', 'नालायक', 'राक्षिस्नि', 'धर्तीको', 'लागि', 'बोज', 'हो', '|']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'O', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O']
['मलाई', 'तँ', 'जस्तो', 'खातिनी', 'चाहिदैन', 'रन्डी', '|']	['O', 'O', 'O', 'B-profanity', 'O', 'B-profanity', 'O']
['तँ', 'बेस्या', 'आइमाई', 'अरुको', 'घर', 'भाड्ने', 'बानी', 'लागेकिलाई', 'आफ्नै', 'घर', 'भाडिएको', 'पनि', 'थाहा', 'पाहिनस्', '|']	['O', 'B-character_assasination', 'I-character_assasination', 'O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['तँ', 'जस्ता', 'घर', 'भाड्ने', 'केटी', 'लक्ष्मी', 'नभएर', 'दैत्य', 'हुन्', '|']	['O', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'B-profanity', 'O', 'O']
['किचकंडी', ',', 'चुडेल्नि', ',', 'कमिनी', 'मेरो', 'जिबनमा', 'जासुसी', 'गर्छेस', '|']	['B-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'B-general_threat', 'I-general_threat', 'O']
['कमिनी', 'अझै', 'बोल्दिनस्', ',', 'भेटम्न', 'तलाई', 'मैले', 'जानेको', 'छु', 'तलाई', 'ठिक', 'पार्न', '|']	['B-ethnic_violence', 'O', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O']
['तैले', 'नखरा', 'पनि', 'कति', 'जानेकी', 'हो', 'के', 'नौटंकी', 'कमिनी', '|']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'B-ethnic_violence', 'O']
['तँ', 'जस्तो', 'घमण्ड', 'भरिएकी', 'चोथाले', 'आइमाईको', 'एतित्युदलाई', 'स्याहार', '-', 'सुसार', 'गर्छु', 'भन्ठानेकी', 'होलिस', '?', 'न', 'माउ', 'तिर', 'की', 'न', 'बाउ', 'तिर', 'की', 'तँ', '.', '.', '.', '.']	['O', 'O', 'B-profanity', 'I-profanity', 'B-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['.', 'तेरो', 'थुतुनो', 'बन्द', 'गराउन', 'क्यार्न', 'पर्नी', 'हो', ',', 'जतिबेला', 'नि', 'भुक्न', 'थाल्छेस्', ',', 'चोथाले', '|']	['O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O']
['तेरो', 'थुतुनो', 'बन्द', 'गराउन', 'क्यार्न', 'पर्नी', 'हो', ',', 'जतिबेला', 'नि', 'भुक्न', 'थाल्छेस्', ',', 'चोथाले', '|']	['O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O']
['तँ', 'जस्ता', 'चोथाले', 'भएसी', 'घर', 'त', 'सोर्है', 'आना', 'भाडिने', 'रैछ', '|']	['O', 'O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O']
['धेरै', 'मुख', 'चलाउछेस', 'चोथाले', 'कही', 'कसैले', 'नजानेका', 'कुरा', 'गर्न', 'जानिछस', '|']	['O', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['साली', 'तँ', 'पनि', 'मान्छे', 'होस्', 'र', 'रन्डी', '|']	['B-profanity', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'O']
['गतिछाडा', ',', 'चोथाले', 'पागल', 'आइमाई', 'धेरै', 'बकबक', 'गर्नी', 'होइन', '|']	['B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O']
['घर', 'भडुवाइ', 'आइमाई', 'आफ्नो', 'घर', 'त', 'बिगारिस', 'अब', 'मलाई', 'त', 'आरामले', 'बाच्न', 'दे', '|']	['B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['पासवोर्ड', 'किन', 'फेरेको', ',', 'खै', 'नया', 'पासवोर्ड', 'मलाइ', 'पठाउ।', '।']	['B-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['म', 'मेरो', 'महँगो', 'सामानहरु', 'फिर्ता', 'चाहान्छु', 'नत्र', 'तेरो', 'तस्बिर', 'र', 'भिडियोहरु', 'सार्बजनिक', 'गर्दिन्छु।', '।']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O']
['यदी', 'तेरो', 'जवाफ', 'आएन', 'भने', 'सुरुमा', 'तेरो', 'आमालाई', 'भिडियो', 'जाने', 'छ', 'र', 'तेरो', 'व्यक्तिगत', 'समस्याहरु', 'सुरु', 'हुने', 'छ।', '।']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['म', 'तलाई', 'सधै', 'धम्कि', 'भरिको', 'मेसेज', 'पठाउने', 'छु।', '।']	['O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O']
['म', 'तयार', 'छु', 'जेल', 'जनाको', 'लागि', 'तर', 'जब', 'म', 'जेल', 'बाट', 'निस्किन्छु', ',', 'म', 'तँलाई', 'धम्कि', 'भरि', 'को', 'मेसेज', 'पठाउन', 'रोक्दिन', 'र', 'मलाइ', 'तेरो', 'मतलब', 'पनि', 'छैन।', '।']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'I-general_threat', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
